pmid	doi	pmcid	title	journal	year	first_author	url
41787233	10.1007/s10900-026-01554-1	9131755	Acceptability and Feasibility of Home-Based Human Papillomavirus Self-Testing as Primary Screening for Cervical Cancer Detection in the State of Alabama.	Journal of community health	2026	Van Thi Ha Nghiem	https://pubmed.ncbi.nlm.nih.gov/41787233/
41782308	10.1002/cam4.71654	PMC12961161	Native American Women's Willingness to Screen for Both Cervical and Colorectal Cancer at Home.	Cancer medicine	2026	Keely K Ulmer	https://pubmed.ncbi.nlm.nih.gov/41782308/
41772440	10.1186/s12875-026-03247-z		Clinician and patient experiences with opportunistic offer of HPV self-testing in Aotearoa New Zealand primary care clinics: interview and survey findings.	BMC primary care	2026	Karen Bartholomew	https://pubmed.ncbi.nlm.nih.gov/41772440/
41762091	10.31083/bjhm50727		Prevention and Diagnosis of Cervical Cancers in the UK and Europe: What Have We Learned in the Last 10 Years and What Is Next?	British journal of hospital medicine (London, England : 2005)	2026	Hannah R Williams	https://pubmed.ncbi.nlm.nih.gov/41762091/
41747258	10.1097/aog.0000000000006179		Worldwide Evaluation of Cervical Cancer Self-Sampling Devices.	Obstetrics and gynecology	2026	Edward K Maybury	https://pubmed.ncbi.nlm.nih.gov/41747258/
41744859	10.3390/curroncol33020095	PMC12939021	Transitioning from Cytology to HPV Test-Based Primary Cervical Screening in Canada: A Population-Based Survey of Women's Screening and Information Preferences.	Current oncology (Toronto, Ont.)	2026	Ovidiu Tatar	https://pubmed.ncbi.nlm.nih.gov/41744859/
41732978	10.1017/s1478951526101849		Cervical cancer research disparities among African immigrant women in the United States: A systematic review.	Palliative & supportive care	2026	Dukanwojo Beulah Suleman	https://pubmed.ncbi.nlm.nih.gov/41732978/
41728465	10.7759/cureus.102046	PMC12924082	Role of Training Paramedical Staff for Cervical Cancer Screening via Human Papillomavirus Self-Sampling in Remote Mountainous Regions: A Pilot Feasibility Study.	Cureus	2026	Nilanchali Singh	https://pubmed.ncbi.nlm.nih.gov/41728465/
41721302	10.1186/s12885-026-15771-3		Enhancing cervical cancer screening uptake through self-sampling for HPV DNA testing: insights and results from implementing in routine HIV clinics serving women living with HIV in Nairobi, Kenya, 2021-2024.	BMC cancer	2026	Rebeccah Wangusi	https://pubmed.ncbi.nlm.nih.gov/41721302/
41719438	10.1177/2752535x261427045		Supporting Informed Decision-Making Regarding Participation in Cervical Cancer Prevention Programs: A Qualitative Study Among Turkish-, Moroccan-, and Syrian-Dutch Women.	Community health equity research & policy	2026	Tharsini Veeravagu	https://pubmed.ncbi.nlm.nih.gov/41719438/
41715026	10.1186/s12889-026-26212-y		Experiences with HPV self-sampling in India: advancing cervical cancer prevention and screening.	BMC public health	2026	Kavita V Anand	https://pubmed.ncbi.nlm.nih.gov/41715026/
41685227	10.1177/20552076261421347	PMC12891408	Delivering HPV results via telehealth: Patient needs and engagement following an at-home self-collection study.	Digital health	2026	Elizabeth Swenson	https://pubmed.ncbi.nlm.nih.gov/41685227/
41677057	10.1177/17579139251412200		Uptake of cervical screening and attitudes to HPV self-sampling in Irish Traveller women, an ethnic minority group.	Perspectives in public health	2026	Patricia Fitzpatrick	https://pubmed.ncbi.nlm.nih.gov/41677057/
41666300	10.1097/lgt.0000000000000935		Role of Self-Sampling Devices for HPV Detection in Cervical Cancer Screening: A Systematic Review.	Journal of lower genital tract disease	2026	Maria Paula Quintero-Uribe	https://pubmed.ncbi.nlm.nih.gov/41666300/
41665700	10.1007/s10552-026-02128-1	PMC12891099	How would Australian women and people with a cervix like to access self-collection for cervical screening? Screening preferences from a national survey.	Cancer causes & control : CCC	2026	Claire Bavor	https://pubmed.ncbi.nlm.nih.gov/41665700/
41660896	10.31557/apjcp.2026.27.2.405		Performance of a New Brazilian Self-Sampling Device for High-Risk Human Papillomavirus Screening.	Asian Pacific journal of cancer prevention : APJCP	2026	Camila Buziqua Dartibale	https://pubmed.ncbi.nlm.nih.gov/41660896/
41639581	10.1111/1471-0528.70170		Evaluation of the Quality and Suitability of Self-Collected Vaginal and Urine Samples for Human Papillomavirus Testing: A Prospective Matched Study.	BJOG : an international journal of obstetrics and gynaecology	2026	Kim Chu	https://pubmed.ncbi.nlm.nih.gov/41639581/
41634726	10.1186/s12905-026-04310-8	PMC12955301	The effect of a cervical testing campaign on incarcerated females- a repeated cross-sectional study in Norwegian prisons.	BMC women's health	2026	Ann-Chatrin Linqvist Leonardsen	https://pubmed.ncbi.nlm.nih.gov/41634726/
41621746	10.1016/j.jcpo.2026.100710		A pilot study on the acceptability and feasibility of HPV self-sampling for cervical cancer screening among women attending urban hospitals in Kumasi, Ghana.	Journal of cancer policy	2026	Ernest Adankwah	https://pubmed.ncbi.nlm.nih.gov/41621746/
41611360	10.1016/s2468-2667(25)00304-4		Uptake and performance of self-collection offered through primary care to all eligible participants in a national cervical screening programme in Australia: a retrospective cohort study.	The Lancet. Public health	2026	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/41611360/
41611269	10.3760/cma.j.cn112141-20250909-00420		[Value of self-sampling cervical exfoliated cells of HPV E6/E7 mRNA detection in cervical cancer screening: a multicenter clinical study].	Zhonghua fu chan ke za zhi	2026	F Y Xiao	https://pubmed.ncbi.nlm.nih.gov/41611269/
41596450	10.3390/ijms27020803	PMC12841577	HPV-Driven Cervical Carcinogenesis: Genetic and Epigenetic Mechanisms and Diagnostic Approaches.	International journal of molecular sciences	2026	Evangelia Legaki	https://pubmed.ncbi.nlm.nih.gov/41596450/
41590226	10.3390/diseases14010010	PMC12839870	Cancer Screening and Prevention in MENA and Mediterranean Populations: A Multi-Level Analysis of Barriers, Knowledge Gaps, and Interventions Across Indigenous and Diaspora Communities.	Diseases (Basel, Switzerland)	2025	Sebahat Gozum	https://pubmed.ncbi.nlm.nih.gov/41590226/
41569190	10.31557/apjcp.2026.27.1.219		Between Belief and Biology: Cervical Cancer's Occurrence and Health Literacy among India's Muslim Women.	Asian Pacific journal of cancer prevention : APJCP	2026	Arif Habib Hanga	https://pubmed.ncbi.nlm.nih.gov/41569190/
41561556	10.1136/bmjph-2025-003254	PMC12815087	Understanding knowledge, beliefs, values and barriers towards cervical cancer screening and self-sampling amongst migrant Muslim women in Southwest London: an in-depth qualitative interview study.	BMJ public health	2026	Sophie Webb	https://pubmed.ncbi.nlm.nih.gov/41561556/
41556025	10.7759/cureus.99604	PMC12812232	Interventions in Primary Care to Improve Cervical Cancer Screening: A Systematic Review.	Cureus	2025	Anas E Ahmed	https://pubmed.ncbi.nlm.nih.gov/41556025/
41545215	10.1136/bmjgh-2025-021707	PMC12815044	Comparative efficacy, feasibility and acceptability of HPV DNA testing on first-void urine versus self-collected vaginal samples: a real-world study in a resource-limited setting.	BMJ global health	2026	Sreeya Bose	https://pubmed.ncbi.nlm.nih.gov/41545215/
41514528	10.3390/cancers18010014	PMC12784783	Human Papillomavirus Self-Sampling Attitudes Amongst Women Living with HIV Prior to a Self-Sampling Intervention.	Cancers	2025	Sofia Nicolls	https://pubmed.ncbi.nlm.nih.gov/41514528/
41505134	10.1001/jamanetworkopen.2025.51345	PMC12784235	Streamlined Self-Collection Screening for Sexually Transmitted Infections and Human Papillomavirus: A Single-Group Secondary Analysis of a Randomized Clinical Trial.	JAMA network open	2026	Anisha P Ganguly	https://pubmed.ncbi.nlm.nih.gov/41505134/
41495727	10.1186/s12905-025-04226-9		Is there a difference in sample adequacy when vaginal HPV DNA samples are self-collected at home, a health post, or a primary care health center in rural Ethiopia? Implications for community cervical cancer screening.	BMC women's health	2026	Alexandra Hernandez	https://pubmed.ncbi.nlm.nih.gov/41495727/
41475829	10.1136/bmjopen-2025-105852	PMC12766773	Culturally adapting and evaluating an evidence-based communication intervention with HPV self-sampling to improve cervical cancer screening among women living with HIV in Ghana: a mixed-methods study.	BMJ open	2025	Matthew Asare	https://pubmed.ncbi.nlm.nih.gov/41475829/
41467104	10.2147/cmar.s552282	PMC12744586	Improving Patient Education Materials for HPV Self-Collection: Insights from Women at High Risk of Developing Cervical Cancer.	Cancer management and research	2025	Rahma S Mkuu	https://pubmed.ncbi.nlm.nih.gov/41467104/
41466250	10.1186/s12913-025-13768-5	PMC12751595	Readiness to transition to HPV self-collection from VIA screening: a mixed methods health systems assessment from Tamil Nadu, India.	BMC health services research	2025	Anu Mary Oommen	https://pubmed.ncbi.nlm.nih.gov/41466250/
41459991	10.1002/ijc.70321		Cancer detection using human papillomavirus self-sampling targeting long-term non-attenders in an organized cervical screening program.	International journal of cancer	2025	K Miriam Elfström	https://pubmed.ncbi.nlm.nih.gov/41459991/
41459933	10.1128/jcm.01318-25	PMC12893011	Performance of a novel, urine-based test for the detection of cervical human papillomavirus infection.	Journal of clinical microbiology	2026	Sharmila Manjeshwar	https://pubmed.ncbi.nlm.nih.gov/41459933/
41459847	10.31557/apjcp.2025.26.12.4331		Evaluating The Feasibility and Acceptability of Cervical Cancer Screening in an Urban Slum Community by HPV Self-Sampling With the Aid of Telecounselling: Lessons Learnt.	Asian Pacific journal of cancer prevention : APJCP	2025	Nilanchali Singh	https://pubmed.ncbi.nlm.nih.gov/41459847/
41454978	10.1007/s10552-025-02089-x	8249021	Preferences of High-Risk HPV-Based Cervical Cancer Screening among Transgender Men and Gender Diverse People Assigned Female at Birth: A Cross-Sectional Study at a Single Academic Center.	Cancer causes & control : CCC	2025	Xuban Palau Villarreal	https://pubmed.ncbi.nlm.nih.gov/41454978/
41441379	10.3390/nursrep15120449	PMC12736092	Development and Evaluation of Innovation Scales for Mail-Based Human Papillomavirus (HPV) Self-Collection Among U.S. Low-Income Women.	Nursing reports (Pavia, Italy)	2025	Erika Biederman	https://pubmed.ncbi.nlm.nih.gov/41441379/
41439412	10.1177/10901981251399649		Co-creating HPV Vaccination Messages for Rural Washington: Application of a Boot Camp Translation Approach.	Health education & behavior : the official publication of the Society for Public Health Education	2025	Jamie H Thompson	https://pubmed.ncbi.nlm.nih.gov/41439412/
41430333	10.1186/s13000-025-01744-w	PMC12837062	Application value of TPAS staining technique for cervical exfoliated cells in cervical cancer screening.	Diagnostic pathology	2025	Guo Chen	https://pubmed.ncbi.nlm.nih.gov/41430333/
41415498	10.1101/2025.10.24.25338728	PMC12710509	"Trying to Heal Without ""Bringing Problems"": Navigating Cervical Precancer Stigma in a Phase I Clinical Trial in Western Kenya."	medRxiv : the preprint server for health sciences	2025	Anagha Guliam	https://pubmed.ncbi.nlm.nih.gov/41415498/
41412622	10.1136/bmjopen-2025-103915	PMC12716599	Cervical high-risk human papillomavirus infection and its associated risk factors: a community-based cross-sectional study in hard-to-reach areas in Bangladesh.	BMJ open	2025	Naheed Nazrul	https://pubmed.ncbi.nlm.nih.gov/41412622/
41412076	10.1016/j.puhe.2025.106109		Women's initial preferences for self-sampling tests at home for cervical cancer screening in the UK: A mixed-methods analysis of demographic and behavioural factors.	Public health	2026	Y Eraso	https://pubmed.ncbi.nlm.nih.gov/41412076/
41410863	10.1007/s11606-025-10080-0		Experience with Cervical Cancer Screening and Views on HPV Self-Sampling Among Somali American Women.	Journal of general internal medicine	2025	Rebekah Pratt	https://pubmed.ncbi.nlm.nih.gov/41410863/
41408509	10.1186/s12875-025-03139-8	PMC12837625	Opportunistic offer of human papillomavirus (HPV) self-testing in ethnically diverse primary care clinics in Aotearoa New Zealand: an implementation study.	BMC primary care	2025	Karen Bartholomew	https://pubmed.ncbi.nlm.nih.gov/41408509/
41404565	10.3389/fpubh.2025.1679325	PMC12702897	Barriers and facilitators of integrating cervical cancer screening into routine HIV care and acceptability of self-sampling for HPV DNA testing among people with HIV: an exploratory study in southern Ghana.	Frontiers in public health	2025	Evelyn Yayra Bonney	https://pubmed.ncbi.nlm.nih.gov/41404565/
41402780	10.1186/s12879-025-12096-7	PMC12709833	Epidemiology of high-risk HPV in Uzbekistan among 44,000 women - genotypes, risk profiles and screening needs in Uzbekistan.	BMC infectious diseases	2025	Malokhat Palvannazirovna Oltieva	https://pubmed.ncbi.nlm.nih.gov/41402780/
41399754	10.1016/j.gloepi.2025.100233	PMC12702179	Cervical cancer burden in India: A descriptive epidemiological study and policy insights.	Global epidemiology	2025	Khushwant Singh	https://pubmed.ncbi.nlm.nih.gov/41399754/
41397685	10.1111/1471-0528.70115	PMC12884217	The Use of First-Void Urine to Screen Women Aged 60-79 for HPV in the UK: The Catch-Up Screen Study.	BJOG : an international journal of obstetrics and gynaecology	2026	Christine Rake	https://pubmed.ncbi.nlm.nih.gov/41397685/
41388467	10.1186/s12913-025-13859-3	PMC12817508	Expanding access to HPV screening through community health insurance schemes: lessons from a screening exercise for teachers in Ghana.	BMC health services research	2025	Kofi Effah	https://pubmed.ncbi.nlm.nih.gov/41388467/
41380156	10.1097/aog.0000000000006147	PMC12797866	Preferences Among U.S. Women for Cervical Cancer Screening with Self-Collected Specimens for Human Papillomavirus Testing.	Obstetrics and gynecology	2026	Jin Qin	https://pubmed.ncbi.nlm.nih.gov/41380156/
41377768	10.1002/hsr2.71624	PMC12685764	Human Papillomavirus (HPV) and Infertility: A Cross-Sectional Study Exploring Its Prevalence and Effects in Iranian Couples.	Health science reports	2025	Nasrin Aliabadi	https://pubmed.ncbi.nlm.nih.gov/41377768/
41371924	10.1136/bmjgh-2024-018035	PMC12699569	Costs and cost-effectiveness of community health worker programmes focussed on non-communicable diseases in low- and middle-income countries (2015-2024): a scoping literature review.	BMJ global health	2025	James O'Donovan	https://pubmed.ncbi.nlm.nih.gov/41371924/
41364926	10.1093/her/cyaf055		Program implementation and evaluation of De Casa en Casa: a tailored community-based cervical cancer screening program for underserved Hispanic women.	Health education research	2025	Jessica Calderón-Mora	https://pubmed.ncbi.nlm.nih.gov/41364926/
41360484	10.1136/bmjgh-2025-019061	PMC12684147	Participation in cervical cancer screening among migrants and non-migrants in primary healthcare in Lisbon: a register-based study.	BMJ global health	2025	Catarina Gomes Madeira	https://pubmed.ncbi.nlm.nih.gov/41360484/
41358420	10.1002/jmv.70737	PMC12683698	Viability of Self-Taken Vaginal Swab Samples for RNA-Based Biomarker Analysis in Cervical Disease.	Journal of medical virology	2025	Harry Scott	https://pubmed.ncbi.nlm.nih.gov/41358420/
41353417	10.1186/s12905-025-04205-0	PMC12797711	Understanding hesitancy: barriers to HR-HPV self-sampling among women at high risk for cervical cancer in Latvia.	BMC women's health	2025	Natalija Berza	https://pubmed.ncbi.nlm.nih.gov/41353417/
41342729	10.3322/caac.70041	PMC12677112	Self-collected vaginal specimens for human papillomavirus testing and guidance on screening exit: An update to the American Cancer Society cervical cancer screening guideline.	CA: a cancer journal for clinicians	2026	Rebecca B Perkins	https://pubmed.ncbi.nlm.nih.gov/41342729/
41334677	10.1111/apm.70109	PMC12673633	Large-Scale Study Comparing Analytical and Diagnostic Quality of Three HPV Self-Sampling Devices for At-Home Cervical Cancer Screening.	APMIS : acta pathologica, microbiologica, et immunologica Scandinavica	2025	Alexander Arum	https://pubmed.ncbi.nlm.nih.gov/41334677/
41321069	10.1111/hex.70485	PMC12665870	Exploring Emotional and Cognitive Perceptions of Cervical Cancer Screening and Self-Sampling Among Vulnerable Romanian Women: A Qualitative Study.	Health expectations : an international journal of public participation in health care and health policy	2025	Nicoleta-Monica Pașca	https://pubmed.ncbi.nlm.nih.gov/41321069/
41311743	10.7759/cureus.95518	PMC12653312	Diagnostic Accuracy of Urine-Based HPV Testing Compared With Clinician-Collected Cervical Samples for Cervical Intraepithelial Neoplasia Grade 2 or Worse (CIN2+) Detection: A Systematic Review and Meta-Analysis.	Cureus	2025	Jeevika G	https://pubmed.ncbi.nlm.nih.gov/41311743/
41309460	10.1136/bmjopen-2025-101800	PMC12666229	Understanding preferences for self-sampling in a national cervical screening programme: a protocol for a discrete choice experiment.	BMJ open	2025	Shabnam Thapa	https://pubmed.ncbi.nlm.nih.gov/41309460/
41306592	10.3389/fcimb.2025.1681779	PMC12644013	Evolving HPV diagnostics: current practice and future frontiers.	Frontiers in cellular and infection microbiology	2025	Lin Shi	https://pubmed.ncbi.nlm.nih.gov/41306592/
41299750	10.1186/s13063-025-09262-2	PMC12659491	HPV self-sampling for cervical cancer screening among women living with HIV in Ghana: protocol for a hybrid type 1 effectiveness-implementation randomized controlled trial.	Trials	2025	Matthew Asare	https://pubmed.ncbi.nlm.nih.gov/41299750/
41294656	10.3390/curroncol32110594	PMC12651199	HPV Testing, Self-Collection, and Vaccination: A Comprehensive Approach to Cervical Cancer Prevention.	Current oncology (Toronto, Ont.)	2025	Shannon Salvador	https://pubmed.ncbi.nlm.nih.gov/41294656/
41294653	10.3390/curroncol32110591	PMC12651664	Barriers and Facilitators to Cervical Cancer Screening in Northern Uganda: Qualitative Insights from Healthcare Workers and Administrators.	Current oncology (Toronto, Ont.)	2025	Noemi Maria Felisi	https://pubmed.ncbi.nlm.nih.gov/41294653/
41291704	10.1186/s12905-025-04180-6	PMC12751129	Screening for cervical cancer among adult women: a self-reported nationwide study in Ghana.	BMC women's health	2025	Benjamin Demah Nuertey	https://pubmed.ncbi.nlm.nih.gov/41291704/
41285635	10.46747/cfp.711112e280	PMC12704504	Uptake and feasibility of HPV self-sampling among patients of a Canadian family medicine clinic.	Canadian family physician Medecin de famille canadien	2025	Faith Wierenga	https://pubmed.ncbi.nlm.nih.gov/41285635/
41267012	10.1186/s12913-025-13488-w	PMC12636231	Moroccan and Pakistani women's knowledge and perceptions on cervical cancer screening and HPV self-sampling acceptability in Catalonia, Spain: a mixed-methods study.	BMC health services research	2025	Jone G Lurgain	https://pubmed.ncbi.nlm.nih.gov/41267012/
41259321	10.1177/10732748251378812	PMC12638677	Optimisation of a Cervical Cancer Screening Model Based on Self-Sampling for Human Papillomavirus Testing.	Cancer control : journal of the Moffitt Cancer Center	2025	María Besó Delgado	https://pubmed.ncbi.nlm.nih.gov/41259321/
41254506	10.1186/s12885-025-15147-z	PMC12628887	Predictors of non-screening for cervical cancer in Ghana: an application of Andersen's behavioural model of health services use among pregnant women in Pru East municipality.	BMC cancer	2025	Dennis Bardoe	https://pubmed.ncbi.nlm.nih.gov/41254506/
41236409	10.1002/cncr.70175		Pooled performance of urinary human papillomavirus (HPV) testing for the presence of cervical HPV.	Cancer	2025	Zichen Ye	https://pubmed.ncbi.nlm.nih.gov/41236409/
41220946	10.3389/fonc.2025.1608568	PMC12598509	Knowledge and attitudes toward human papillomavirus and cervical cancer prevention among women in the Asir Region, Saudi Arabia: a cross-sectional study.	Frontiers in oncology	2025	Geetha Kandasamy	https://pubmed.ncbi.nlm.nih.gov/41220946/
41214745	10.1186/s13690-025-01749-3	PMC12604249	Cervical cancer screening policies and implementation in Uganda - a qualitative study on policymakers', cervical cancer experts' and gynecologists' perspectives.	Archives of public health = Archives belges de sante publique	2025	Elien De Paepe	https://pubmed.ncbi.nlm.nih.gov/41214745/
41214399	10.1007/s40615-025-02725-x	1732430	"""Mana Motuhake - I am in Charge and Have Control Over my Body"": a Cross-Sectional Survey Describing Māori Participants' Experience with HPV Primary Screening in Aotearoa New Zealand."	Journal of racial and ethnic health disparities	2025	Sarah Te Whaiti	https://pubmed.ncbi.nlm.nih.gov/41214399/
41203405	10.1136/jcp-2025-210211		Clinical performance assessment of the Papilloplex HR-HPV assay on self-taken urine and vaginal swab samples: findings from a multicentre European study.	Journal of clinical pathology	2026	Kate Cuschieri	https://pubmed.ncbi.nlm.nih.gov/41203405/
41199231	10.1186/s12889-025-24004-4	PMC12590728	Preventive insights and practices of female health professionals regarding cervical cell dysplasia: a cross-sectional study in Egypt.	BMC public health	2025	Mira M Abu-Elenin	https://pubmed.ncbi.nlm.nih.gov/41199231/
41187768	10.1177/10732748251376787	PMC12586876	Prevalence of Human Papillomavirus Subtypes and Related Cytology in Estonian Cervical Cancer Screening Population in 2021.	Cancer control : journal of the Moffitt Cancer Center	2025	Eamets Dolores	https://pubmed.ncbi.nlm.nih.gov/41187768/
41179793	10.3389/fpubh.2025.1613903	PMC12575237	Adapting the deliberative democracy approach to LMIC settings: a case study in Nigeria.	Frontiers in public health	2025	Laura M Gaydos	https://pubmed.ncbi.nlm.nih.gov/41179793/
41174620	10.1186/s12889-025-24840-4	PMC12577082	Evaluating the quality and reliability of cervical cancer related videos on YouTube, Bilibili, and Tiktok: a cross-sectional analysis.	BMC public health	2025	Shiyuan Qi	https://pubmed.ncbi.nlm.nih.gov/41174620/
41167263	10.5858/arpa.2025-0325-oa		Effectiveness of Human Papillomavirus Self-collection for Cervical Cancer Screening in Community Outreach Programs.	Archives of pathology & laboratory medicine	2025	Zhengchun Lu	https://pubmed.ncbi.nlm.nih.gov/41167263/
41161016	10.1016/j.jcv.2025.105883		Performance of the Alinity m HR HPV assay on self-collected vaginal samples compared to clinician-collected cervical samples.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2025	Adino Tesfahun Tsegaye	https://pubmed.ncbi.nlm.nih.gov/41161016/
41152983	10.1186/s13643-025-02866-4	PMC12560550	Screening for the prevention and early detection of cervical cancer: systematic reviews to inform an update to recommendations by the Canadian Task Force on Preventive Health Care.	Systematic reviews	2025	Jennifer Pillay	https://pubmed.ncbi.nlm.nih.gov/41152983/
41152773	10.1186/s12885-025-15075-y	PMC12560375	Taking it to their doorstep: outreach well-woman clinics in brothels for cervical cancer screening of female sex workers in North-Western Nigeria.	BMC cancer	2025	Bilkisu Gulma Abubakar	https://pubmed.ncbi.nlm.nih.gov/41152773/
41142482	10.1177/26884844251379035	PMC12547394	Perceptions of a Diverse Group of U.S. Women on the Ease of Vaginal Self-Sampling for Cancer Detection.	Women's health reports (New Rochelle, N.Y.)	2025	Parker O'Connell	https://pubmed.ncbi.nlm.nih.gov/41142482/
41118505	10.1097/olq.0000000000002256		Underscreened Women's Reactions to At-Home Self-Collected Human Papillomavirus Test Result Delivery.	Sexually transmitted diseases	2026	Cara J Broshkevitch	https://pubmed.ncbi.nlm.nih.gov/41118505/
41117608	10.1128/jcm.00767-24	PMC12892960	Self-collection for primary HPV screening using dry swabs: a review of clinical performance, laboratory considerations, and patient preferences.	Journal of clinical microbiology	2026	Mondraya F Howard	https://pubmed.ncbi.nlm.nih.gov/41117608/
41108000	10.1186/s44263-025-00213-2	PMC12535012	Experience with the mobile health application 'mSaada' to facilitate home-based human papillomavirus testing in Western Kenya.	BMC global and public health	2025	Nguyen Thao Thi Nguyen	https://pubmed.ncbi.nlm.nih.gov/41108000/
41099603	10.1002/ijc.70177	PMC12597155	Single visit screen-triage-treat strategy using GeneXpert-based HPV testing of self-collected cervicovaginal samples and thermal ablation treatment for cervical cancer prevention among women in Lilongwe, Malawi.	International journal of cancer	2026	Lameck Chinula	https://pubmed.ncbi.nlm.nih.gov/41099603/
41097708	10.3390/cancers17193179	PMC12524006	Cervical Cancer Screening in the HPV-Vaccinated and Digital Era: Reassessing Strategies in Light of Artificial Intelligence and Evolving Risk.	Cancers	2025	Apostolia Galani	https://pubmed.ncbi.nlm.nih.gov/41097708/
41095475	10.3390/healthcare13192389	PMC12523894	African American and African-Born Black Women's Perspectives and Experiences with a Cervical Health Education and HPV-Self Sampling Intervention.	Healthcare (Basel, Switzerland)	2025	Shania Jones	https://pubmed.ncbi.nlm.nih.gov/41095475/
41083954	10.1186/s12885-025-14832-3	PMC12516885	Prevalence and factors associated with high-risk human papillomavirus infection and cervical lesions among women with HIV in Addis Ababa, Ethiopia.	BMC cancer	2025	Helen Negassi Tesfom	https://pubmed.ncbi.nlm.nih.gov/41083954/
41067140	10.1016/j.pec.2025.109374	PMC12871066	Promoting cervical cancer screening via a mailed HPV self-collection kit: Reactions from screeners and non-screeners.	Patient education and counseling	2026	Jasmin A Tiro	https://pubmed.ncbi.nlm.nih.gov/41067140/
41065509	10.1002/ijc.70184	PMC12765978	Under which realistic circumstances is hrHPV self-sampling increasing cervical screening effectiveness in a partly vaccinated population? A modelling study.	International journal of cancer	2026	Sylvia Kaljouw	https://pubmed.ncbi.nlm.nih.gov/41065509/
41055681	10.1007/s11606-025-09830-x	PMC12894593	EBM BLS: Self-collected Human Papillomavirus Cervical Cancer Screening Is Non-Inferior to Clinician-Collected Samples.	Journal of general internal medicine	2026	Claire Ruben	https://pubmed.ncbi.nlm.nih.gov/41055681/
41050749	10.3389/fcimb.2025.1657090	PMC12488729	Knowledge and attitudes of medical students regarding human papilloma virus infection and vaccine: cross-sectional study from Jordan.	Frontiers in cellular and infection microbiology	2025	Hana Taha	https://pubmed.ncbi.nlm.nih.gov/41050749/
41048518	10.3389/fmedt.2025.1458857	PMC12491306	Validation of an in-house HPV CerviSens self-sampling kit: comparison against clinician-collected and self-collected samples.	Frontiers in medical technology	2025	Preeti Arora	https://pubmed.ncbi.nlm.nih.gov/41048518/
41044580	10.1186/s12913-025-13467-1	PMC12495857	Acceptability of home-based HPV self-sampling for cervical cancer screening among users and providers in the West region of Cameroon: a cross-sectional study.	BMC health services research	2025	Alida Manoëla Datchoua Moukam	https://pubmed.ncbi.nlm.nih.gov/41044580/
41044442	10.1007/s13187-025-02701-3	11331487	Knowledge, Attitudes, and Behaviors Regarding HPV Vaccination and Self-Sampling Among US Young Adults.	Journal of cancer education : the official journal of the American Association for Cancer Education	2025	Alyssa Hargis	https://pubmed.ncbi.nlm.nih.gov/41044442/
41042323	10.1007/s00404-025-08189-y	PMC12705820	At-home self-collection device offers an effective and preferred method to engage high BMI women in cervical cancer screening: method comparison study.	Archives of gynecology and obstetrics	2025	Clair Kaplan	https://pubmed.ncbi.nlm.nih.gov/41042323/
41032297	10.1001/jamanetworkopen.2025.34960	PMC12489673	Cost-Effectiveness of HPV Self-Testing Options for Cervical Cancer Screening.	JAMA network open	2025	Richard T Meenan	https://pubmed.ncbi.nlm.nih.gov/41032297/
41025391	10.1002/ijgo.70562		Cervical cancer screening: Is self-sampling the answer?	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2026	Anshuja Singla	https://pubmed.ncbi.nlm.nih.gov/41025391/
40991583	10.1371/journal.pgph.0004763	PMC12459778	Acceptability of self-sampling for high-risk HPV DNA testing for primary cervical cancer screening among women in Thyolo, Malawi: A qualitative study.	PLOS global public health	2025	Hussein H Twabi	https://pubmed.ncbi.nlm.nih.gov/40991583/
40976055	10.1016/j.arcmed.2025.103316		Evaluation of the Pilot Human Papillomavirus Self-Sampling Program in Workplaces in Ciudad Juárez, Mexico.	Archives of medical research	2025	Svetlana V Doubova	https://pubmed.ncbi.nlm.nih.gov/40976055/
40975493	10.1016/j.jcpo.2025.100642		A comparison of the cost-effectiveness of HPV (self-sampling and health care provider sampling) versus VIA for cervical cancer screening in India.	Journal of cancer policy	2025	Apourv Pant	https://pubmed.ncbi.nlm.nih.gov/40975493/
40966831	10.1016/j.clinsp.2025.100780	PMC12478266	Self-sampling for HPV genotyping: a study of vaginal and urine collection in Brazilian women with high-grade lesions.	Clinics (Sao Paulo, Brazil)	2025	Cristina Paula Castanheira	https://pubmed.ncbi.nlm.nih.gov/40966831/
40956285	10.1158/1055-9965.epi-25-0863	PMC12666304	Mailing Vaginal or Urine Self-Sampling Kits versus Conventional Invitation Letters: A Randomized Trial to Assess the Effect on Cervical Cancer Screening Attendance.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2025	Caroline Lefeuvre	https://pubmed.ncbi.nlm.nih.gov/40956285/
40953936	10.3399/bjgp.2025.0105	PMC12770827	Urine human papillomavirus testing for cervical screening in a UK general screening population: a diagnostic test accuracy study.	The British journal of general practice : the journal of the Royal College of General Practitioners	2025	Jennifer C Davies	https://pubmed.ncbi.nlm.nih.gov/40953936/
